// Reference=MNI
// Desmurget M, 2000: ADAPT - RAND
// Subjects=9
5.47	-73.39	-19.16
-.93	-32.68	-1.32
3.34	-32.66	-1.37
-43.41	-4.93	44.8
49.62	-7.04	50.6

// Desmurget M, 2000: Forward ADAPT - STAT
// Subjects=9
10.8	-75.65	-21.27
-.93	-32.68	-1.32
3.34	-32.66	-1.37
-47.74	1.13	40.99
52.83	-4.73	52.6

// Desmurget M, 2000: ADAPT - STAT
// Subjects=9
5.46	-75.68	-21.2
-2.03	-35.15	-5.56
4.39	-35.11	-5.63
-50.79	-7.21	57.34
53.93	-6.58	56.09

// Desmurget M, 2000: RAND - STAT
// Subjects=9
6.53	-85.53	-24.85
0.12	-38.3	-5.32
2.26	-37.23	-5.43
-18.84	11.67	50.93
50.57	-4.97	35.92

// Desmurget M, 2001: Eye error correction effect
// Subjects=7
-30.41	-21.63	61.66
-42.08	-40.65	64.51
12.85	-48.06	-22.49

// Grosbras M H, 2001: New, Memory vs. Rest
// Subjects=10
-28	-12	56
-32	-8	64
-32	0	52
24	-8	48
-48	-12	52
-52	-8	48
36	-4	44
-8	-4	64
8	-16	64
-12	8	60
4	-48	-12
-32	-52	72
-28	-76	32
-28	-60	56
24	-56	56
-48	-32	44
32	-28	40
-28	-56	32
-44	-56	32
-36	-76	20
-12	-72	8

// Grosbras M H, 2001: Familiar, Memory vs. Rest
// Subjects=10
-28	-16	52
24	-8	48
-48	-12	52
4	52	-8
-16	40	52
4	56	32
-28	-60	48
24	-48	24
-44	-56	28
-12	-72	8
12	-72	8
28	-60	4

// Grosbras M H, 2001: New, Memory vs. Familiar, Memory
// Subjects=10
-32	0	52
20	0	56
-12	8	56
12	8	56
-12	-64	64
12	-64	64
-28	-60	56
20	-56	56
24	-44	40
-28	-64	28
28	-68	40
52	-16	36
44	-28	40
-36	-48	48
28	-48	48
-40	-52	56
-48	-36	44
32	-52	28
28	-72	32
24	-72	36
-28	-76	20
-44	-72	16
-24	-12	24
-28	0	24

// Grosbras M H, 2001: Familiar, Memory vs. New, Memory
// Subjects=10
24	-48	24
28	-60	4

// Nobre A C, 2000: Areas Common to Saccades and Attention
// Subjects=4
45	6	42
54	3	24
45	3	51
60	-3	33
57	-6	42
-45	-3	51
-54	-6	39
-30	-6	60
51	33	15
42	27	18
51	15	-15
54	6	-9
-51	9	-3
-57	0	6
-3	3	60
6	18	48
6	18	30
9	9	42
-3	9	45
42	21	0
-36	24	3
-39	15	3
57	-45	45
33	-57	60
-51	-36	36
-30	-57	57
-24	-63	60
-24	-66	51
54	-42	9
57	-42	18
48	-60	-3
54	-63	-9
-45	-66	-9
-27	-57	-24
-33	-69	-18
27	6	3
33	-3	3
-27	3	-6
-27	-3	3
36	-45	-30
48	-54	-33
-39	-51	-30

// Nobre A C, 2000: Saccades > Attention
// Subjects=4
42	48	-9
27	45	-9
39	36	-9
54	15	3
-45	24	3
-54	9	3
42	18	-12
-39	9	-9
63	-30	15
57	-36	21
51	-69	3
27	12	6
30	15	-3
-27	0	6

// Nobre A C, 2000: Areas Uniquely Identified by Saccades
// Subjects=4
-60	-36	18
24	-66	-6
-15	-60	0

// Nobre A C, 2002: Areas Common to Search and Saccades
// Subjects=6
60	-10	48
46	-8	38
62	-6	36
64	-6	24
54	-4	32
60	6	36
-50	-6	28
-50	0	36
32	-68	54
34	-60	64
16	-84	40
10	-82	46
14	-78	56
10	-74	50
-18	-78	48
-24	-72	44
-24	-62	62
68	-32	8
60	-18	2
68	-14	4
18	-92	16
36	-90	10
38	-90	2
2	-88	6
32	-84	20
2	-82	16
18	-76	-8
46	-76	-10
14	-74	0
12	-72	10
4	-72	24
0	-70	-22
26	-68	-8
22	-64	-14
40	-64	-22
8	-52	-26
-16	-90	16
-26	-86	18
-34	-86	14
-14	-80	0
-2	-80	6
-44	-80	-6
-34	-70	-10
-44	-64	-22
-8	-60	-20
-42	-50	-24
10	-26	8
18	-20	4
-28	-22	2
2	-24	-4

// Simon O, 2002: Saccades vs. Saccades Control
// Subjects=10
-8	8	48
-24	-4	68
4	4	56
-36	0	56
28	-4	56
60	8	32
-16	-80	48
16	-72	56
40	-48	48
-4	-60	56
8	-80	44
-24	-84	40
20	-76	40
-8	-88	36
8	-84	32
20	8	4
-16	-24	12

// Simon O, 2002: Saccades Only
// Subjects=10
