// Reference=MNI
// Bystritsky A, 2001: Severe vs. Neutral Anxiety, Normal  Volunteers
// Subjects=6
-39.45	-37.83	-9.36
7.57	-37.55	-9.93
16.02	-20.92	-15.88
-41.85	23.15	-18.91

// Ueda K, 2003: Expected vs. Unexpected, Pleasant
// Subjects=15
-43.88	13.44	34.05
19.22	-90.7	-38.52
-9.15	27.88	48.84

// Ueda K, 2003: Expected vs. Unexpected, Neutral
// Subjects=15
-27.22	-57.47	55.35
-47.34	29.3	20.21
-50.64	18.99	13.45

// Ueda K, 2003: Expected vs. Unexpected, Unpleasant
// Subjects=15
32.14	23.93	-18.71
32.22	-7.23	-18.99
42.48	-66.59	11.36
-39.62	-77.83	10.51
-7.7	45.55	-3.36
4.22	58.98	1.83
14.45	-85.94	12.64
-13.34	88.62	-13.13

// Damasio A R, 2000: Sadness - Neutral
// Subjects=41
2.09	-44.41	-29.36
18.21	-26.91	-10.94
-3.07	-39.3	-4.08
1.16	-21.04	-2.32
45.88	23.64	-6.58
39.66	2.51	9.76
38.56	13.25	11.11
-36.44	12.86	-14.76
-37.28	0.99	10.77
9.5	28.46	-9.91
-4.36	39.72	-.66
8.98	-55.95	27.29
-6.57	18.07	-18.89
-.28	43.14	-25.53
14.95	0.99	-7.67
-20.35	0.44	-11.68

// Damasio A R, 2000: Happiness - Neutral
// Subjects=41
0.1	-28.62	-3.9
13.94	-12.59	-4.29
-16.05	-10.28	-13.06
25.01	10.04	-84.38
32.13	20.7	11.67
10.47	38.44	-18.56
5.26	43.03	0.07
-6.48	25.53	-5.02
-0.06	42.2	3.55
10.93	-41.36	9.31
12.1	-55.73	16.08
1.52	-51.42	31.45
47.3	-24.25	20.84
-11.77	-.31	-8.37

// Damasio A R, 2000: Anger - Neutral
// Subjects=41
11.74	-38.55	-23.27
-1.04	-30.54	-14.88
16.11	-21.03	-3.6
-9.54	-25.67	-6.27
-5.3	-8.39	-3.3
39.52	13.2	-3.4
-38.54	14.33	-9.29
-42.62	-1.24	9.91
1.87	2.66	-40
-4.33	38.92	2.76
-11.46	1.89	33.82
-7.07	-32.09	34.39
-7.07	-32.09	34.39

// Damasio A R, 2000: Fear - Neutral
// Subjects=41
14.96	-25.24	-16.62
36.38	5.07	1.78
40.91	-9.86	28.63

// Dougherty D D, 1999: Anger vs. Neutral Script
// Subjects=8
-38.18	25.18	-24.36
-46.63	20.02	-10.25
20.62	39.76	13.54
-50.85	-5.52	-7.66
50.42	8.06	-28.65
-37.19	-6.87	46.03
-29.17	49.81	8.91
0.75	62.73	-15.29
0.86	-56.76	-30.36

// Gemar M C, 1996: Sad Mood - Rest
// Subjects=11
-9.39	25.34	34.06

// George M S, 1995: Sadness > Neutral
// Subjects=11
3.14	48.73	5.19
-14	32.8	-6.66
28.76	11.22	-14.26
1.06	14.2	-.81
-14.02	19.43	-14.46
-18.01	-10.61	10.41

// George M S, 1995: Sadness > Happiness
// Subjects=11
22.37	40.05	1.24
20.21	11.17	-14.16

// George M S, 1995: Happiness > Sadness
// Subjects=11
-19.88	-73.72	20.19
-41.38	-84.02	-1.01
-22.05	-100.48	4.61
24.94	-91.74	3.34
