// Reference=MNI
// Arnow B A, 2002: Turgidity-Correlated Activations: Positive Correlations
// Subjects=11
-22.5	16.55	-.46
-29.22	12.19	-3.05
-20.58	27.53	-.24
-7.51	33.6	0.85
45.93	7.47	-8.35
37.67	11.81	-10.88
31.58	-7.2	15.76
42.08	-9.45	-8.85
29.46	-17.85	16.85
44.12	-8.14	-17.98
5.7	37.71	29.12
14.31	25.68	24.01
18.74	41.83	35.78
1.41	23.93	28.88
46.49	11.77	36.49
57.57	-.11	21.34
50.59	-67.22	11.07

// Buccino G, 2001: Mouth with Object Film - Static Mouth
// Subjects=20
48	0	32
-56	0	36
60	8	24
-64	12	20
60	16	20
52	-24	20
52	-32	44
-36	-52	56
-60	-24	36

// Buccino G, 2001: Mouth Film - Static Mouth
// Subjects=20
52	0	32
-52	4	44
56	12	16
-60	16	16
60	28	20

// Buccino G, 2001: Hand with Object Film - Static Hand
// Subjects=20
48	0	44
-56	-4	44
56	12	12
-64	4	24
40	-40	52
-36	-40	52

// Buccino G, 2001: Hand Film - Static Hand
// Subjects=20
52	0	48
-60	-4	40

// Buccino G, 2001: Foot with Object Film - Static Foot
// Subjects=20
40	-4	60
-32	-8	64
24	-60	68
-32	-64	60

// Buccino G, 2001: Foot Film - Static Foot
// Subjects=20
44	-4	56
-40	-4	60

// Calvert G A, 2003: Moving Speech vs. Closed Mouth
// Subjects=8
-44	-66	-10
48	-64	-10
-24	-96	-2
28	-88	0
-28	-74	18
30	-74	18
-44	-68	-6
46	-62	-4
-54	-14	10
-50	-38	12
58	-34	12
-48	-46	4
54	-50	4
-56	-44	2
52	-54	2
-32	-52	40
34	-48	40
-32	-58	46
28	-56	50
-48	26	6
44	12	22
-40	10	26
44	14	24
-2	22	48
4	6	56
-44	-4	42
46	2	44
-38	-70	-28
8	-80	-32
-12	-14	2
-16	-18	2

// Calvert G A, 2003: Moving > Stilled Speech
// Subjects=8
-30	-92	-4
24	-90	-4
-42	-68	-4
44	-62	-4
-48	-34	20
54	-36	16
-48	-50	4
58	-30	6
-54	-52	0
54	-48	0
-50	-38	26
-32	-48	56
-34	24	-6
40	28	-10
-40	10	26
-2	-2	58
-36	-2	52
-14	-80	-32
10	-80	-26
-12	-14	2
10	-14	2

// Olson I R, 2002: Synchronized Audio Visual - Static Visual
// Subjects=10
52.49	26.88	20.96
-54.46	15.44	6.42
-54.62	13.72	-15.74
52.23	14.28	-18.13
53.75	9.05	38.05
-58.47	8.21	37.18
-25.51	-2.11	10.9
-21.38	-12.34	-11.71
-6.3	-18.71	0.92
63.28	-37.87	8.42
-61.77	-38.88	6.59

// Olson I R, 2002: Moving Visual - Static Visual
// Subjects=10
45.06	17.49	24.06
-49.8	9.55	53.69
49.41	8.43	30.34
-4.92	9.81	53.16
-55.58	-3.83	-8.68
-26.63	-2.63	4.27
63.29	-37.79	9.53

// Olson I R, 2002: Synchronized Audio Visual - Desynchronized Audio Visual
// Subjects=10
-39.7	3.53	-25.1
-28.76	-19.02	-1.03

// Beauregard M, 2001: Sexual Arousal > Neutral
// Subjects=10
-50.52	-75.3	3.73
56.28	-69.48	-8.76
34.19	-69.45	38.68
31.28	-52.83	67.34
-30.32	-49.86	68.1
-24.25	-85.79	27.85

// Beauregard M, 2001: Sexual Arousal Inhibition > Neutral Inhibition
// Subjects=10
-50.57	-75.61	0.4
49.99	-74.64	5.31
34.27	-77.65	42.85
-27.16	-50.47	61.38
-21.01	-85.78	27.79
34.5	-49.63	66.97
-60.16	13.93	28.68

// Karama S, 2002: Erotic - Neutral Film (Males)
// Subjects=20
-2	55	18
2	61	15
-48	21	-8
44	20	-20
-2	15	23
2	21	23
-2	-13	10
4	-13	10
-4	-5	-15
4	-5	-15
-40	9	-11
40	9	-14
-24	-4	-4
20	-4	-6
-18	-8	-16
14	-9	-18
-51	-54	16
50	-54	3

// Karama S, 2002: Erotic - Neutral Film (Females)
// Subjects=20
-4	53	3
2	58	-1
-36	18	-19
51	19	-12
-2	15	21
4	19	21
-32	9	-16
30	9	-18
-18	-5	-6
16	-5	-4
-18	-1	-22
18	-1	-20
-59	-55	23
61	-55	12

// Brass M, 2001: Congruent vs. Incongruent
// Subjects=10
7.39	64.96	8.24
39.62	42.84	22
-23.26	34.23	40.17
39.18	-42.99	68.23
2.85	-78.33	54.88

// Beauregard M, 1998: Emotionally Laden vs. Neutral Film, Control Patients
// Subjects=7
0	44	32
4	62	30
-40	-66	-22
56	-74	4
18	42	48
-2	45	20
-42	-48	-14
2	12	8
-4	-86	38
-12	-84	44
-2	-80	48
52	40	-10
46	-72	2

// Lane R D, 1997: Happiness During Film & Recall
// Subjects=12
9.64	51.92	18.23
-3.19	53.95	18.21
-9.25	-3.93	40.98
52.6	-40.14	7.62
-41.33	-52.7	18.67
43.52	18.06	-37.31
-35.45	7.7	-26.61
-5.32	-3.1	-3.75

// Lane R D, 1997: Sadness During Film & Recall
// Subjects=12
-1	50.08	22.97
14.05	-28.02	2.58
-9.47	-26.05	2.69
-52.09	-60.14	6.03
39.34	10.26	-27.68
-32.94	9.36	22.29
7.47	-12.17	-12.05
24.6	-55.73	-26.44
3.26	-57.63	-21.58
13.91	-9.67	-7.88
-9.56	-20.39	-6.71
24.54	5.2	-9.25
-22.48	4.91	-8.68
-9.58	3.56	0.2

// Lane R D, 1997: Disgust During Film & Recall
// Subjects=12
-3.11	52.52	27.25
9.69	-15.7	-2.86
-3.08	-19.66	2.08
47.83	18.43	-32.93
-35.49	9.47	-31.22
11.78	-11.8	-7.67

// Lane R D, 1997: Happiness During Film
// Subjects=12
3.17	57.88	13.35
-3.18	51.84	18.39
-7.4	1.8	4.79
50.43	-42.61	3.39
-45.63	-55.19	14.47
47.9	8.2	-27.61
-37.63	9.46	-31.19

// Lane R D, 1997: Sadness During Film
// Subjects=12
11.81	54.39	22.46
-9.59	60.6	22.19
-7.28	-21.12	11.17
54.76	-46.47	8.12
-52.06	-57.68	10.29
39.37	1.8	-26.97
-35.44	3.47	-26.26
5.31	-5.84	-12.56
31.01	-55.69	-26.52
-35.15	-72.67	-19.87
1.02	-30.15	-23.85
11.78	-11.8	-7.67
-11.72	-14.05	-7.22
22.37	4.84	-13.65
-13.96	2.51	-13.04
1.06	5.4	-4.53

// Lane R D, 1997: Disgust During Film
// Subjects=12
9.71	-19.93	-2.51
47.87	7.85	-32.04
-33.34	5.25	-30.89
16.01	-10	-12.33

// Redoute J, 2000: Explicit - Emotionally Neutral Film
// Subjects=9
-4	6	36
0	36	10
-16	-8	40
20	40	20
22	32	-16
-28	4	12
32	10	-4
16	14	12
-30	6	-2
30	6	-6
4	-20	6
14	-20	2
-28	-22	8
-68	0	24
-16	-26	72
-72	-24	22
36	-56	70

// Redoute J, 2000: Conjunction 1 Increases
// Subjects=9
-6	6	34
-4	34	16
-16	-8	40
26	40	20
32	10	-2
14	14	14
-30	6	2
30	6	-6
4	-20	6
14	-22	2
-26	-20	10
-66	6	14
-70	-24	26
36	-56	70

// Redoute J, 2000: Conjunction 2 Increases
// Subjects=9
-4	6	32
-2	36	8
-8	-4	36
20	32	-16
30	12	-4
14	16	16
4	-20	6

// Reiman E M, 1997: Film-Generated Emotion minus Film-Control
// Subjects=12
1.11	56.44	22.41
-5.28	-13.67	-2.86
11.84	-17.8	-2.71
-47.77	-53.08	14.32
52.6	-42.25	7.79
-35.4	3.81	-21.82
45.75	10.3	-27.76
-24.65	-4.24	-16.81
18.09	-3.99	-17.32
1	-6.2	-16.94
3.26	-20.31	-6.86
-39.4	-70.23	-15.57
37.45	-55.31	-22.16

// Reiman E M, 1997: Film-Generated Emotion minus Recall-Generated Emotion
// Subjects=12
-39.28	-75.55	-1.74
54.7	-60.18	-4.11
-31.16	3.49	-26.31
39.35	8.14	-27.51
-28.97	-2.5	-21.37
24.47	-4.29	-21.83
-33.23	-13.44	-24.86
37.33	-12.67	-21.28
0.99	-4.09	-17.12
-35.29	-45.52	-26.61
39.52	-45.07	-27.51

// Wheaton K J, 2004: Face Moving vs. Still
// Subjects=12
55.32	-62.06	1.73
67.21	-34.6	7.78
55.29	-43.67	3.28
50.7	-56.61	-20.02
51.17	21.33	32.77

// Wheaton K J, 2004: Hand Moving vs. Still
// Subjects=12
53.11	-62.38	-1.56
-38.16	-37.72	49.1
38.47	-31.48	42.7
61	-11.82	33.64
47	12.57	42.67

// Wheaton K J, 2004: Leg Moving vs. Still
// Subjects=12
46.65	-60.07	0.56
55.29	-43.67	3.28
22.86	-86.61	-6.49
44.21	-61.09	-21.71
45.04	-38.49	47.76
-26.31	-50	43.39
23.39	-50.89	42.63
23.59	-61.45	56
-35.17	-3.55	35.58
62.81	22.79	13.38
42.18	24.12	5.76
-58.04	9.27	24.62
31.83	5.61	38.02
-9.23	22.9	41.49

// Goldin P R, 2005: Sad > Neutral Film
// Subjects=13
1.05	62.35	16.34
1.58	15.11	66.02
44.74	25.15	-14.5
-51.38	28.43	-4.75
49.1	-6.89	-16.32
57.93	-36.93	7.29
69.7	-49.89	3.78
-47	-11.09	-7.06
-5.93	-64.24	31.5
-2.87	-77.82	6.95
-10.44	-70.01	-1.42
-14.78	-58.66	-5.67
17.03	-3.91	-16.2
-16.09	-6.22	-15.63
-2.99	-25.32	11.47
-3.1	-5.57	5.36
-6.22	-62.92	-6.53

// Goldin P R, 2005: Amusing > Neutral Film
// Subjects=13
-2.93	41.29	47.15
-5.99	21.87	57.73
65.49	-40.43	16.41
69.75	-36.18	16.01
37.43	-19.3	-10.69
-14.89	-5.99	1.07

// Goldin P R, 2005: Subject-Specific Regression Analysis Using Sadness Rating
// Subjects=13
-6.45	58.79	12.26
57.76	27.2	10.83
-58.4	-69.01	15.77
65.53	-52.06	17.39
61.25	-44.43	20.14
-2.74	-59.99	31.1
29.1	-86.31	-9.43
-19.06	-58.77	-6.73
45.09	-83.3	-13.21
41.93	-69.69	-2.05
53.73	-82.31	-1.13
-22.49	-7.23	-14.35
-3.1	-6.63	5.45

// Goldin P R, 2005: Subject-Specific Regression Analysis Using Amusement 
// Subjects=13
-58.73	9.95	4.69
-46.83	14.82	25.34
-5.99	21.87	57.73
1.38	41.66	51.53
1.56	18.28	65.75
5.36	50.75	17.26
53.46	13.8	3.08
-18.8	-51.63	30.59
-58.28	-67.72	32.39
-58.76	-6.85	-6.16
53.68	-53.16	4.23
61.03	-25.88	-1.48
33.23	-30.62	-5.23
-6.25	-1.74	13.99
-3.03	-25.66	7.04
5.51	2.82	16.82

// Britton J C, 2006: Nonsocial (Positive + Negative) > Nonsocial Neutral
// Subjects=12
18	-75	-15
18	-99	6
-36	-24	0
24	-9	15

// Britton J C, 2006: Nonsocial Positive (Appetite) > Nonsocial Neutral
// Subjects=12
24	-75	-18
-3	-81	-6
-36	-24	0
33	-15	6
-12	21	33
-9	-9	12

// Britton J C, 2006: Nonsocial Negative (Disgust) > Nonsocial Neutral
// Subjects=12
21	-99	3
33	-15	15
-18	-9	-21

// Britton J C, 2006: Social (Positive + Negative) > Social Neutral
// Subjects=12
-33	-87	-18
39	-87	-18
-48	-12	-12
45	-27	-9
15	-24	45
3	-3	3
-21	9	-15
21	-9	-6
33	-15	-18
-33	-12	-21

// Britton J C, 2006: Social Positive (Joy) > Social Neutral
// Subjects=12
36	-90	-15
-33	-87	-15
42	6	-21
15	60	-12
15	-18	42
-9	6	0
0	-3	3
30	-6	-15
33	-18	-21
6	12	3

// Britton J C, 2006: Social Negative (Sadness) > Social Neutral
// Subjects=12
-48	-12	-9
9	18	33
15	-24	45
3	-3	3
-15	3	-12
39	-12	-27

// Britton J C, 2006: Social > Nonsocial, Emotion (Positive + Negative)
// Subjects=12
57	-21	-15
15	-27	36
18	-12	-18
-9	3	-6

// Britton J C, 2006: Social > Nonsocial, Positive
// Subjects=12
36	-87	-15
51	-57	-3
12	-24	36
30	-3	-15
-6	6	-6
24	-21	-24

// Britton J C, 2006: Social > Nonsocial, Negative
// Subjects=12
-9	-81	-9
-9	30	21
-9	-18	36
15	-9	-18
-9	3	-6
18	-21	-21

// Britton J C, 2006: Nonsocial > Social, Emotion (Positive + Negative)
// Subjects=12
-6	15	51
6	33	42
-36	-24	0
54	-18	12
15	-75	-15

// Britton J C, 2006: Nonsocial > Social, Positive
// Subjects=12
15	-75	-15
-9	-90	-9
-18	-63	-9
-39	-9	12
54	-15	15

// Britton J C, 2006: Nonsocial > Social, Negative
// Subjects=12
18	-102	-9
15	-99	6
-15	-66	-9
33	18	0

// Britton J C, 2006: Positive > Neutral
// Subjects=12
18	-93	9
-48	-3	-18
21	-24	48
3	-6	6
33	-6	15

// Britton J C, 2006: Negative > Neutral
// Subjects=12
-18	-84	9
6	-3	0
-21	-6	-21
-15	3	-12

// Cunnington R, 2006: Observation > Self-Selection Movements
// Subjects=14
58	-26	30
-52	-24	18
34	-50	56
-36	-34	66
48	-4	46
-46	-70	0
54	-72	6
34	-76	32
-14	-98	-2
26	-98	-4

// Cunnington R, 2006: Self-Selection > Observation Movements
// Subjects=14
38	32	30
-36	34	30
-20	60	6
44	20	52
-34	40	46
-4	26	54
-2	-22	20
-6	8	16
20	6	8

// Cunnington R, 2006: Self-Selection and Observation Movements
// Subjects=14
0	6	50
64	12	28
-44	6	30
-26	-4	52
14	-96	6
32	-68	44
-26	-70	54

// Hamzei F, 2003: Active vs. Passive
// Subjects=12
-51	9	-9
-39	-45	60
-57	-42	42

// Pierno A C, 2006: Action vs. No Action
// Subjects=14
-40	-12	62
-48	-10	36
42	-8	34
56	28	28
-54	-44	12
54	-32	8
-28	-44	64
26	-42	58
-48	-36	26
50	-27	26
-50	-74	6
48	-74	8
28	-82	30

// Pierno A C, 2006: Interaction Between Type of Observed Behaviour and 
// Subjects=14
-49	34	11
-47	7	25
54	-6	52
58	-7	27

// Beauregard M, 2006: Suppression Ability, Normals
// Subjects=12
-6	49	10
-43	17	-13

// Ohnishi T, 2006: Maze vs. Control
// Subjects=28
-26	-30	-25
-20	-35	-4
-14	-58	7
-16	-65	51
-8	-91	3
-14	-61	53
-36	-39	41
-44	-63	-22
-44	-81	10
-3	-35	-3
34	-38	-27
21	-37	-5
20	-57	19
16	-65	53
16	-97	3
30	-56	53
36	-45	41
32	-59	-17
50	-68	-5
12	-80	-8
3	-22	-4
51	16	26

// Ohnishi T, 2006: Good Navigators > Poor Navigators
// Subjects=28
-16	-29	-5
16	-35	-3
-8	-54	52
10	-52	49

// Ohnishi T, 2006: Poor Navigators > Good Navigators
// Subjects=28
59	-48	45

// Ohnishi T, 2006: Positive Correlation between Task Performance and Brain 
// Subjects=28
-16	-30	-9
-20	-29	-4

// Ohnishi T, 2006: Positive Correlation with SDQ-S
// Subjects=28
-17	-33	-6
-26	-32	-2
20	-31	-5
28	-32	-3

// Ohnishi T, 2006: Negative Correlation with SDQ-S
// Subjects=28
-40	-69	50
41	-50	48

// Remijnse P L, 2006: Reward, Normals
// Subjects=27
36	54	-12
15	36	-15
45	42	21
30	-63	48
36	-93	-9
-33	-96	-12
6	18	6
-6	15	6
-12	6	-9

// Remijnse P L, 2006: Punishment, Normals
// Subjects=27
33	54	-12
18	42	-15
30	24	-12
33	-93	-9
-33	-96	-12

// Remijnse P L, 2006: Affective Switching, Normals
// Subjects=27
-18	18	-15
36	51	9
-30	60	9
33	45	33
-42	33	42
33	18	6
-33	21	9
0	30	33

// German T P, 2004: Pretend > Real
// Subjects=16
6	31	32
-9	57	25
-3	52	-3
33	20	-11
56	18	10
-39	14	-13
-48	10	16
-30	53	6
-45	40	-12
-50	-52	3
59	-58	14
48	-70	-2
42	-53	-12
-18	-4	-12
21	-10	-22
21	-11	12
-3	9	9
12	-60	-40

// Grezes J, 2004: Observation of Faked Actions
// Subjects=11
14	66	24
64	-44	22
54	14	8
50	-32	-6

// Grezes J, 2004: Actions Judged to Reflect Deceptive Intent
// Subjects=11
52	-56	34
-42	-60	30
-8	42	20
52	32	6
50	46	-6
-46	34	-10
-26	-4	-20
26	0	-22
-46	-50	-22
-24	-80	-24
-42	8	-34

// Iwase M, 2002: Correlation Between rCBF and EMG Score of Facial Expression 
// Subjects=12
4	8	56
-28	-2	0

// Iwase M, 2002: Comic > Voluntary
// Subjects=6
0	-74	-10
62	-58	-2
-2	22	-24
-38	12	-24
-22	-82	28
-54	-62	8
52	-38	-28
10	52	26
32	-88	0
-12	12	-30

// Leslie K R, 2004: Face Imitation
// Subjects=15
55.68	15.04	45.64
53.19	14.77	19.94
58.46	19.28	10.44
64.99	17.48	13.87
-58.92	4.23	39.7
-62.47	10.65	16.71
-50.79	4.78	-.83
11.54	13.9	58.84
-7.84	7.76	63.13
58.83	-2.05	34.96
-43.81	-2.41	36.74
61.9	-26.24	17.13
68.46	-35.48	21.29
-59.08	-13.38	23.52
-59	-22.64	27.79
53.12	-63.44	-1.45
53.16	-63.13	1.88
-47.33	-70.18	0.92
33.77	-92.33	0.61
-21.33	-99.12	-0.02
46.35	-54.7	-22.37
-18.5	-67.15	-25.64
